id,precio,tipo,valoraciones,puntaje,personas,dormitorios,banos,estadia,distancia,dependencias
1387,76,Entire home/apt,27,5,0,3,2,5,793.226669,7
1388,77,Entire home/apt,1,5,4,1,1,1,1228.516246,61
1389,135,Entire home/apt,12,4.5,4,2,2,3,1405.817789,11
1390,25,Entire home/apt,3,4.5,2,0,1,10,791.0449799,3
1391,45,Entire home/apt,0,0,3,0,1,1,445.597397,9
1392,60,Entire home/apt,1,5,4,2,1,1,1541.981996,50
1393,85,Entire home/apt,3,5,4,1,1,7,630.2197696,47
1394,50,Entire home/apt,9,5,4,1,1,2,561.1128278,33
1395,50,Entire home/apt,45,4.5,2,1,1,3,1326.071462,9
1396,35,Entire home/apt,10,5,2,0,1,3,1232.088121,15
1397,35,Entire home/apt,41,5,2,1,1,2,580.3830391,20
1398,23,Private room,1,5,1,1,1,4,870.7078982,2
1399,80,Entire home/apt,7,4.5,3,1,1,2,1782.341547,5
1400,75,Entire home/apt,63,4.5,2,0,1,2,935.1528917,10
1401,30,Entire home/apt,13,5,2,1,1,7,732.2681531,5
1402,65,Entire home/apt,11,4.5,4,1,1,2,769.7398342,23
1403,50,Entire home/apt,4,5,3,0,1,3,1176.257469,2
1404,40,Shared room,1,4.5,1,1,1,1,1526.575284,7
1405,61,Entire home/apt,2,4.5,3,2,2,2,275.9488694,2
1406,40,Private room,0,0,1,1,1,20,1277.650051,6
1407,16,Private room,2,5,1,1,4,7,1026.29479,27
1408,88,Entire home/apt,0,0,4,2,1,7,1841.636388,9
1409,250,Entire home/apt,10,5,4,2,0,3,345.6672267,3
1410,42,Entire home/apt,1,4,4,0,1,1,1015.930382,33
1411,61,Entire home/apt,0,0,4,0,1,1,877.9144579,22
1412,80,Entire home/apt,1,4.5,4,1,0,5,463.7870272,5
1413,75,Entire home/apt,14,4.5,4,1,1,3,1014.41892,9
1414,80,Entire home/apt,0,0,3,2,1,1,847.9880169,14
1415,26,Private room,8,4.5,0,1,3,2,747.5587973,37
1416,59,Private room,0,0,2,1,1,1,1346.064741,78
1417,75,Private room,1,4,2,1,1,1,1325.473123,73
1418,33,Private room,31,5,2,1,1,0,1524.109911,15
1419,55,Entire home/apt,9,4,4,0,1,1,1023.719768,34
1420,60,Entire home/apt,42,5,4,1,1,4,708.5370767,50
1421,55,Entire home/apt,21,5,4,1,1,4,1749.153058,25
1422,90,Entire home/apt,0,0,2,1,0,8,1274.767649,7
1423,70,Entire home/apt,3,4.5,3,1,1,3,826.3391653,9
1424,100,Entire home/apt,9,4.5,0,3,0,5,1100.960381,18
1425,16,Shared room,12,4.5,2,1,1,1,1506.728509,3
1426,90,Entire home/apt,6,4.5,4,1,1,0,772.4528166,5
1427,42,Entire home/apt,37,4.5,2,0,1,3,1043.264312,6
1428,100,Entire home/apt,1,4.5,5,2,1,4,1437.211235,7
1429,60,Entire home/apt,0,0,3,1,0,5,619.8884146,37
1430,15,Shared room,15,4.5,3,1,1,1,1648.853039,5
1431,40,Entire home/apt,22,5,2,1,1,4,573.1667649,46
1432,47,Private room,0,0,1,1,1,1,880.9729037,5
1433,60,Entire home/apt,8,5,3,1,1,4,1302.228857,10
1434,32,Private room,5,5,1,1,2,1,233.3455012,3
1435,25,Private room,0,0,1,1,1,1,1039.076563,4
1436,25,Private room,0,0,2,1,1,2,1695.728942,8
1437,24,Shared room,0,0,1,1,1,1,1021.276258,36
1438,350,Entire home/apt,0,0,0,4,2,5,342.8778262,5
1439,33,Private room,1,4,1,1,2,1,1620.25888,8
1440,110,Entire home/apt,22,4,0,4,3,2,849.2510672,9
1441,33,Private room,2,3,1,1,3,1,1665.714924,4
1442,75,Private room,0,0,2,1,0,1,1049.256802,3
1443,100,Entire home/apt,1,5,0,2,2,3,676.5480911,7
1444,60,Entire home/apt,12,5,3,0,1,7,339.193639,6
1445,50,Entire home/apt,0,0,2,1,1,1,1510.615174,1
1446,53,Entire home/apt,9,4.5,2,1,1,3,909.8380537,6
1447,98,Entire home/apt,0,0,3,1,1,7,1012.03159,6
1448,166,Entire home/apt,1,5,3,1,0,7,453.3540473,0
1449,65,Private room,5,5,3,1,1,2,789.5934337,3
1450,49,Entire home/apt,0,0,2,1,1,7,1080.088713,27
1451,180,Entire home/apt,0,0,4,2,0,4,433.5674682,4
1452,57,Entire home/apt,0,0,3,1,1,7,1175.281648,35
1453,66,Private room,1,4.5,2,1,1,3,904.6587452,25
1454,50,Entire home/apt,2,5,3,1,2,3,812.6936789,22
1455,95,Entire home/apt,2,5,2,1,2,5,705.6716928,6
1456,25,Private room,3,5,2,1,2,10,967.3120711,6
1457,115,Entire home/apt,24,5,0,2,2,2,147.0836825,1
1458,45,Entire home/apt,31,4.5,4,1,1,3,2030.601665,4
1459,55,Entire home/apt,92,5,2,1,1,3,474.4659653,7
1460,49,Entire home/apt,12,4.5,3,1,0,3,339.648612,4
1461,55,Entire home/apt,19,4.5,2,1,1,3,1712.195428,6
1462,74,Entire home/apt,1,4.5,4,1,1,7,1675.491614,8
1463,45,Entire home/apt,33,4.5,2,0,1,3,1598.14145,4
1464,32,Private room,1,4,2,1,1,1,816.3226088,35
1465,300,Entire home/apt,14,5,0,3,0,2,736.066732,8
1466,60,Entire home/apt,1,3,3,1,1,3,720.898569,53
1467,58,Private room,0,0,1,1,3,1,739.7658035,12
1468,100,Private room,0,0,2,1,1,2,1221.541527,7
1469,69,Entire home/apt,41,5,4,1,1,2,451.0439351,1
1470,21,Shared room,0,0,1,1,1,1,1536.681965,3
1471,25,Private room,0,0,1,1,3,1,1547.606009,14
1472,55,Entire home/apt,1,4,2,1,1,7,1088.127074,7
1473,121,Entire home/apt,26,5,3,1,0,5,461.1383273,7
1474,675,Entire home/apt,0,0,0,3,0,20,800.7256643,1
1475,68,Entire home/apt,16,4.5,4,2,1,5,1640.119321,8
1476,55,Entire home/apt,95,5,3,1,1,2,442.1034092,2
1477,37,Entire home/apt,62,5,2,1,1,2,1050.943068,45
1478,90,Private room,0,0,3,1,1,1,1505.607723,36
1479,35,Entire home/apt,30,4.5,4,2,1,1,1551.652366,9
1480,47,Entire home/apt,18,4.5,2,0,1,3,1517.91787,8
1481,85,Entire home/apt,0,0,4,1,1,7,1038.087716,9
1482,50,Private room,0,0,1,1,0,1,929.0097366,9
1483,35,Private room,62,5,2,1,2,1,1066.116839,3
1484,104,Entire home/apt,10,5,4,2,0,4,390.3140812,1
1485,48,Entire home/apt,20,5,3,2,1,1,947.3536996,16
1486,165,Entire home/apt,3,4.5,2,1,0,7,483.443317,0
1487,65,Entire home/apt,3,5,4,1,1,3,712.9727643,5
1488,50,Entire home/apt,0,0,3,0,1,3,1915.482098,2
1489,60,Private room,0,0,2,1,1,1,747.0367357,10
1490,109,Entire home/apt,0,0,2,1,0,4,406.488478,1
1491,42,Entire home/apt,7,5,2,0,1,3,779.2631649,6
1492,128,Entire home/apt,0,0,2,1,0,5,370.7403332,0
1493,118,Entire home/apt,0,0,2,1,0,7,388.8779237,0
1494,40,Entire home/apt,17,4.5,2,1,1,2,905.2887974,5
1495,45,Entire home/apt,86,5,3,0,1,2,424.1857131,23
1496,95,Private room,0,0,5,1,2,1,669.7497648,2
1497,75,Entire home/apt,39,4.5,2,0,1,2,1082.229553,18
1498,60,Entire home/apt,4,4.5,2,1,1,4,1068.721075,22
1499,60,Entire home/apt,0,0,3,1,1,1,1743.038278,10
1500,27,Private room,1,5,4,1,1,15,1257.510747,11
1501,75,Entire home/apt,2,5,3,1,2,3,876.0848436,2
1502,220,Entire home/apt,0,0,0,3,4,1,839.6814133,8
1503,70,Entire home/apt,1,5,4,2,1,5,969.2693443,10
1504,43,Private room,0,0,1,1,2,1,1148.13779,38
1505,36,Private room,20,4.5,2,1,2,3,91.23307189,0
1506,30,Entire home/apt,7,5,2,1,1,3,717.534372,3
1507,36,Private room,57,5,3,1,0,2,1436.577154,4
1508,40,Entire home/apt,27,4.5,2,1,0,2,569.9732096,34
1509,45,Entire home/apt,13,4.5,5,3,1,7,1361.066872,6
1510,300,Entire home/apt,31,4.5,0,9,5,2,671.0707112,4
1511,48,Private room,1,5,2,1,4,1,1901.664348,3
1512,20,Private room,11,4.5,2,1,1,1,283.3998449,5
1513,25,Private room,2,5,2,1,1,1,625.0920435,2
1514,85,Entire home/apt,0,0,0,3,2,7,462.3799995,31
1515,109,Entire home/apt,0,0,4,2,2,1,757.7960622,3
1516,45,Entire home/apt,25,4.5,4,2,1,3,1359.351524,10
1517,60,Entire home/apt,2,5,3,1,1,1,308.96273,13
1518,50,Private room,1,5,5,1,3,1,885.3007685,3
1519,40,Entire home/apt,11,4.5,2,1,1,3,879.9074267,19
1520,63,Entire home/apt,31,4.5,4,1,1,3,156.0381501,0
1521,120,Entire home/apt,0,0,4,3,1,1,975.4829327,32
1522,52,Entire home/apt,4,5,3,1,1,3,904.0659293,23
1523,108,Entire home/apt,2,4,4,1,1,3,323.9855046,1
1524,65,Entire home/apt,2,4.5,2,2,1,1,1566.86101,11
1525,17,Private room,1,0,1,1,2,7,1077.781486,6
1526,18,Private room,3,5,1,1,1,15,1820.239843,7
1527,50,Entire home/apt,0,0,2,1,1,7,452.4094008,2
1528,45,Entire home/apt,4,5,2,1,1,3,854.5807336,9
1529,120,Entire home/apt,40,5,4,2,0,3,1058.713746,5
1530,33,Private room,0,0,2,1,3,2,1563.783825,2
1531,55,Entire home/apt,2,2.5,3,1,1,6,158.3331536,3
1532,220,Entire home/apt,2,5,0,3,2,3,725.2901908,2
1533,135,Entire home/apt,2,4.5,3,1,1,3,1467.513051,24
1534,270,Entire home/apt,5,5,0,3,0,3,1077.891606,11
1535,79,Entire home/apt,4,4.5,2,0,1,2,1114.159959,12
1536,619,Entire home/apt,0,0,0,3,0,4,1212.5848,8
1537,145,Entire home/apt,3,4.5,4,2,0,0,1844.246572,6
1538,30,Entire home/apt,0,0,2,0,1,6,849.8049281,24
1539,75,Entire home/apt,8,5,3,1,0,5,932.7674264,11
1540,23,Private room,3,5,2,1,0,2,1495.222959,3
1541,75,Entire home/apt,32,4.5,2,1,1,4,857.7732829,10
1542,32,Entire home/apt,6,4.5,2,0,1,7,629.6788882,4
1543,45,Entire home/apt,0,0,2,1,1,2,633.7026692,29
1544,110,Entire home/apt,3,5,4,2,2,3,1024.026763,5
1545,58,Entire home/apt,10,5,3,1,0,5,518.127272,2
1546,35,Entire home/apt,22,4.5,3,1,1,4,1593.54125,6
1547,37,Entire home/apt,42,5,2,1,1,2,2008.149087,3
1548,75,Entire home/apt,22,5,0,2,1,3,1592.675095,14
1549,30,Private room,0,0,2,1,1,1,318.2871117,5
1550,127,Entire home/apt,1,4,2,0,1,1,202.7213321,13
1551,140,Entire home/apt,0,0,4,0,1,1,335.5442458,22
1552,65,Entire home/apt,7,4.5,4,2,2,1,714.5617172,3
1553,70,Private room,0,0,3,1,1,1,701.4699434,4
1554,50,Entire home/apt,0,0,2,0,1,5,987.5593447,9
1555,35,Private room,0,0,1,1,1,1,1151.530464,26
1556,48,Entire home/apt,39,4.5,2,1,1,4,1179.938767,3
1557,42,Entire home/apt,11,4.5,2,1,1,1,677.2803891,4
1558,450,Entire home/apt,0,0,0,4,4,3,519.6549361,6
1559,69,Entire home/apt,33,4.5,3,1,1,2,656.3127422,7
1560,150,Entire home/apt,49,5,0,3,3,3,1120.887437,9
1561,36,Private room,2,4,2,1,1,1,1742.902377,7
1562,77,Entire home/apt,8,4.5,2,1,1,3,1772.717083,7
1563,60,Entire home/apt,0,0,4,2,0,1,1769.992002,29
1564,75,Entire home/apt,1,4,5,3,2,15,1408.321231,44
1565,150,Entire home/apt,0,0,0,3,3,3,1593.674999,40
1566,40,Entire home/apt,0,0,2,1,1,1,658.3267329,2
1567,36,Entire home/apt,10,5,2,0,1,4,1627.108557,49
1568,33,Private room,0,0,2,1,1,1,1587.295046,35
1569,60,Entire home/apt,0,0,3,0,1,3,955.7366682,39
1570,21,Private room,5,5,1,1,0,2,1394.421388,4
1571,154,Private room,0,0,3,1,1,1,183.8553018,13
1572,150,Entire home/apt,1,5,5,3,0,5,371.7272303,2
1573,62,Private room,0,0,2,1,1,1,1577.578722,69
1574,16,Private room,6,5,2,1,2,1,541.6161474,0
1575,90,Entire home/apt,3,5,4,2,2,3,1012.136838,19
1576,11,Shared room,3,4.5,3,1,1,5,1225.927685,2
1577,40,Entire home/apt,0,0,3,2,1,7,856.7360328,28
1578,42,Entire home/apt,0,0,2,1,1,5,47.02862305,3
1579,25,Private room,0,0,1,1,2,4,637.1702687,5
1580,55,Entire home/apt,26,5,3,1,1,3,1663.708488,9
1581,32,Entire home/apt,21,4.5,2,0,1,3,414.7417899,14
1582,70,Entire home/apt,15,4.5,5,2,2,5,799.2201216,2
1583,50,Entire home/apt,0,0,3,1,1,7,1109.71434,26
1584,165,Entire home/apt,7,4.5,0,3,2,3,640.0314542,1
1585,35,Entire home/apt,2,4,2,0,1,7,1669.206196,9
1586,210,Entire home/apt,8,5,2,0,1,2,551.9120323,1
1587,60,Private room,2,5,3,1,2,1,1290.195912,20
1588,64,Entire home/apt,2,4.5,3,1,1,3,1386.38878,8
1589,200,Entire home/apt,2,5,5,3,2,1,1870.403814,6
1590,240,Entire home/apt,2,5,0,4,0,3,979.443726,12
1591,50,Entire home/apt,0,0,2,0,1,4,1681.518083,13
1592,80,Entire home/apt,0,0,4,2,2,3,788.1635784,36
1593,150,Entire home/apt,0,0,0,3,2,3,496.3122184,24
1594,46,Entire home/apt,52,4.5,4,2,1,4,695.2023616,35
1595,40,Private room,0,0,1,1,0,1,563.6980315,2
1596,56,Entire home/apt,3,4,2,0,1,3,561.1247885,14
1597,34,Private room,47,5,4,1,1,3,1559.495923,17
1598,140,Entire home/apt,26,4.5,0,6,4,1,832.5006981,8
1599,123,Entire home/apt,6,5,3,1,1,2,433.4809646,0
1600,30,Entire home/apt,7,5,2,0,1,2,926.7081633,3
1601,69,Entire home/apt,33,4.5,4,1,0,2,1809.456595,4
1602,100,Entire home/apt,1,4.5,3,2,1,14,867.0183207,3
1603,40,Entire home/apt,45,4,4,2,1,1,1081.568135,23
1604,58,Entire home/apt,0,0,3,0,1,5,1905.77848,5
1605,240,Entire home/apt,8,5,0,3,0,2,1724.617286,6
1606,52,Entire home/apt,0,0,2,1,1,1,379.269178,5
1607,50,Entire home/apt,16,5,4,2,1,1,974.0043944,31
1608,110,Entire home/apt,7,5,2,1,0,5,427.9500922,4
1609,25,Private room,7,4.5,1,1,1,1,1046.598592,16
1610,70,Entire home/apt,2,5,0,3,0,3,460.1536092,6
1611,19,Entire home/apt,8,5,2,0,1,3,635.3014407,1
1612,31,Private room,0,0,1,1,1,1,1708.639365,54
1613,110,Entire home/apt,2,4.5,5,3,0,5,575.7042416,5
1614,800,Entire home/apt,0,0,3,1,2,1,892.6862495,25
1615,23,Private room,15,4,2,1,2,1,532.3861236,35
1616,37,Entire home/apt,5,4.5,2,1,1,4,124.5975268,3
1617,90,Entire home/apt,3,4.5,3,1,1,4,690.2197559,6
1618,58,Entire home/apt,15,4.5,3,0,1,2,1445.99091,9
1619,35,Shared room,4,4.5,0,1,3,5,848.743617,3
1620,66,Entire home/apt,1,5,4,4,2,1,1154.691735,8
1621,39,Entire home/apt,4,4.5,2,0,1,2,722.547147,15
1622,38,Private room,36,5,2,1,1,2,1021.439623,10
1623,29,Private room,28,5,1,1,1,5,1484.991813,6
1624,50,Private room,0,0,1,1,1,1,555.1967316,5
1625,65,Entire home/apt,8,4.5,3,1,1,4,568.5693033,7
1626,25,Private room,50,4.5,1,1,0,3,1450.382936,4
1627,25,Entire home/apt,41,4.5,2,0,1,2,1536.703574,13
1628,35,Private room,1,5,2,1,1,3,978.6380977,2
1629,42,Entire home/apt,15,4.5,4,2,0,2,979.3931577,4
1630,19,Private room,0,0,2,1,2,1,776.4185297,1
1631,32,Entire home/apt,4,5,2,1,0,1,765.513051,7
1632,45,Entire home/apt,0,0,2,1,1,1,823.8251755,18
1633,65,Entire home/apt,9,5,3,1,2,3,511.1189213,14
1634,23,Private room,65,4.5,2,1,2,1,548.9041103,38
1635,35,Entire home/apt,15,4,2,0,1,1,266.9903594,10
1636,44,Private room,0,0,2,1,1,1,408.123221,8
1637,45,Entire home/apt,3,5,3,1,1,1,1543.018548,4
1638,45,Private room,0,0,2,1,0,2,1488.639261,41
1639,80,Entire home/apt,0,0,2,0,1,3,1712.840673,4
1640,155,Entire home/apt,7,5,0,2,0,1,271.3676366,1
1641,60,Entire home/apt,17,4.5,3,1,1,5,411.7720224,8
1642,50,Private room,0,0,1,1,2,7,1845.362737,6
1643,75,Entire home/apt,8,4.5,4,1,1,3,1088.134095,8
1644,65,Entire home/apt,6,4.5,4,1,2,5,684.7994546,6
1645,33,Private room,32,5,2,1,2,1,1758.537052,2
1646,185,Entire home/apt,7,4.5,4,2,2,5,1234.613931,20
1647,4000,Private room,0,0,2,1,2,1,1568.779183,2
1648,15,Private room,36,5,1,1,1,1,1154.1509,6
1649,25,Private room,7,4.5,0,1,2,1,879.4053041,28
1650,25,Private room,0,0,1,1,2,1,483.301673,11
1651,27,Private room,3,2.5,2,1,3,1,1696.223424,31
1652,51,Entire home/apt,1,5,2,1,1,5,552.6046293,1
1653,50,Entire home/apt,2,5,3,1,1,3,1830.878622,31
1654,42,Private room,6,5,2,1,2,1,1317.452101,5
1655,66,Entire home/apt,1,5,4,3,1,7,1765.656053,7
1656,69,Entire home/apt,7,4.5,3,1,1,3,676.1871495,1
1657,27,Entire home/apt,8,4.5,2,0,1,3,1274.611773,30
1658,50,Entire home/apt,1,5,2,1,1,1,1151.585793,0
1659,58,Entire home/apt,44,4.5,3,1,1,2,607.9949536,6
1660,35,Entire home/apt,28,4.5,3,1,1,3,1089.822589,24
1661,120,Entire home/apt,2,4.5,4,0,1,1,511.9186852,0
1662,22,Private room,1,5,2,1,1,3,694.7011763,1
1663,50,Entire home/apt,14,5,2,1,2,1,564.7684221,2
1664,32,Entire home/apt,1,4,0,5,2,1,497.0678375,5
1665,33,Entire home/apt,35,4.5,3,1,1,0,1486.164096,2
1666,60,Entire home/apt,39,5,2,0,1,5,341.124763,6
1667,58,Entire home/apt,10,5,2,1,1,4,1321.859303,8
1668,45,Entire home/apt,21,4.5,3,1,1,5,1167.47008,20
1669,45,Entire home/apt,0,0,4,0,1,5,974.5428163,47
1670,40,Entire home/apt,36,5,2,1,1,3,1094.490011,18
1671,25,Private room,1,0,2,1,1,5,685.6073903,26
1672,71,Entire home/apt,0,0,2,1,1,1,400.6948161,4
1673,100,Entire home/apt,0,0,5,4,1,4,953.1005306,14
1674,17,Private room,0,0,2,1,1,1,989.1157142,8
1675,21,Private room,4,5,2,1,1,1,1012.334366,8
1676,38,Private room,12,5,1,1,1,3,1218.409386,12
1677,50,Entire home/apt,8,4,4,2,2,1,338.9128472,1
1678,43,Entire home/apt,52,5,4,1,1,2,1023.364619,20
1679,33,Entire home/apt,4,4,3,0,1,2,1594.516487,49
1680,26,Private room,24,5,2,1,1,3,1489.229237,25
1681,45,Entire home/apt,0,0,2,1,1,1,1194.953194,27
1682,99,Entire home/apt,52,4.5,0,2,2,2,765.6575683,2
1683,25,Shared room,9,4,2,1,1,1,1087.378105,8
1684,55,Entire home/apt,0,0,2,1,1,1,1800.078333,7
1685,60,Entire home/apt,4,4.5,3,2,2,7,1377.060396,6
1686,110,Entire home/apt,4,5,4,1,2,3,912.9465743,8
1687,70,Entire home/apt,0,0,3,1,1,2,838.0699685,24
1688,49,Entire home/apt,3,4.5,4,2,1,5,1945.929262,5
1689,36,Private room,8,4.5,2,1,2,3,652.7221526,39
1690,55,Entire home/apt,18,5,2,1,1,3,1564.350105,12
1691,80,Entire home/apt,0,0,4,2,1,7,618.7854346,27
1692,30,Entire home/apt,8,4.5,2,1,1,3,1138.956208,21
1693,60,Private room,0,0,2,1,1,5,1115.832828,2
1694,33,Private room,79,5,2,1,1,2,1203.238537,5
1695,22,Private room,42,4.5,2,1,1,2,1345.416467,11
1696,48,Entire home/apt,20,5,2,1,1,5,1196.741933,19
1697,77,Entire home/apt,0,0,2,1,1,1,742.854247,2
1698,50,Private room,25,5,2,1,0,3,1973.775898,5
1699,60,Entire home/apt,0,0,2,0,1,3,1494.505061,7
1700,53,Shared room,0,0,1,1,2,1,720.4470115,1
1701,69,Entire home/apt,21,4.5,3,1,1,2,161.8456897,1
1702,40,Entire home/apt,85,5,2,1,1,1,1548.171375,35
1703,50,Entire home/apt,0,0,3,1,2,7,844.2637728,7
1704,33,Entire home/apt,23,4.5,2,0,1,3,1146.512701,1
1705,60,Entire home/apt,0,0,3,1,1,5,279.1371572,4
1706,35,Entire home/apt,0,0,2,0,1,1,806.1339153,28
1707,35,Entire home/apt,9,5,2,0,1,2,1018.683757,1
1708,60,Entire home/apt,52,4.5,4,2,1,4,1157.274484,8
1709,59,Entire home/apt,24,5,3,1,1,3,674.4059117,21
1710,38,Entire home/apt,0,0,2,1,1,6,1218.529954,15
1711,17,Private room,67,4.5,1,1,1,2,1276.485467,6
1712,200,Entire home/apt,0,0,5,3,2,3,971.8230016,7
1713,230,Entire home/apt,0,0,0,2,3,1,784.2853386,5
1714,36,Entire home/apt,75,4.5,2,0,1,3,1064.582368,15
1715,37,Entire home/apt,6,5,4,2,1,4,1069.439245,14
1716,170,Entire home/apt,0,0,0,3,2,1,708.2390851,41
1717,26,Private room,34,5,2,1,1,1,484.0875926,19
1718,64,Private room,0,0,2,1,0,2,793.4051912,6
1719,35,Private room,101,5,2,1,1,2,1406.378218,6
1720,93,Entire home/apt,3,4,5,2,1,3,1457.491001,7
1721,45,Entire home/apt,1,4,3,0,1,3,1117.08926,18
1722,60,Entire home/apt,0,0,2,1,1,3,848.3785386,9
1723,25,Entire home/apt,6,5,2,1,1,5,161.5836109,4
1724,54,Entire home/apt,10,4.5,5,2,0,5,1055.944081,33
1725,19,Private room,42,5,3,1,2,1,1022.42493,4
1726,65,Entire home/apt,0,0,2,0,1,3,1229.876015,27
1727,65,Entire home/apt,0,0,2,0,1,3,1556.622385,13
1728,30,Entire home/apt,5,5,2,0,1,15,1588.705648,87
1729,55,Entire home/apt,11,5,4,2,0,4,907.5045886,20
1730,60,Entire home/apt,0,0,2,0,1,3,1278.903435,64
1731,27,Private room,5,5,1,1,1,2,1656.870495,1
1732,55,Entire home/apt,0,0,5,3,1,7,1713.089273,2
1733,25,Private room,6,4.5,2,1,1,1,487.3152453,12
1734,55,Entire home/apt,32,4.5,2,0,1,3,1173.020697,3
1735,150,Entire home/apt,0,0,5,3,2,6,556.4127292,1
1736,29,Entire home/apt,46,4.5,2,1,1,0,882.0663379,49
1737,110,Private room,0,0,2,1,1,1,619.7152759,1
1738,24,Private room,5,5,2,1,2,7,1652.419175,35
1739,49,Entire home/apt,5,3.5,2,1,1,2,920.7354475,7
1740,150,Entire home/apt,5,5,5,2,1,3,1460.054197,4
1741,27,Private room,3,5,1,1,1,2,1701.778899,1
1742,100,Entire home/apt,42,5,4,2,2,3,1173.947671,17
1743,54,Entire home/apt,7,4.5,5,2,2,3,1857.862467,4
1744,39,Private room,2,5,2,1,2,1,1616.466554,1
1745,75,Entire home/apt,37,4,5,2,1,2,1134.78342,17
1746,37,Entire home/apt,51,5,2,0,1,3,390.8237337,5
1747,35,Entire home/apt,0,0,2,0,1,7,1581.349233,54
1748,69,Entire home/apt,3,5,3,1,1,2,626.3220914,5
1749,60,Entire home/apt,0,0,2,1,1,7,377.6603034,17
1750,50,Entire home/apt,37,4.5,2,1,1,2,1443.785357,3
1751,16,Private room,27,4.5,2,1,1,1,1457.066855,21
1752,55,Entire home/apt,14,5,5,2,1,3,551.9824425,25
1753,36,Entire home/apt,74,4.5,2,0,1,3,1014.56367,13
1754,60,Entire home/apt,2,5,4,1,1,3,908.2406346,4
1755,260,Entire home/apt,12,5,0,3,0,3,1107.019556,6
1756,45,Entire home/apt,21,5,3,1,1,2,794.9262408,23
1757,100,Entire home/apt,0,0,4,2,0,3,807.3928655,8
1758,110,Entire home/apt,0,0,3,0,1,1,1595.377901,11
1759,30,Private room,0,0,1,1,2,7,870.0485488,17
1760,30,Private room,3,4.5,2,1,3,3,1787.026549,7
1761,44,Entire home/apt,10,4.5,2,0,1,10,391.6525659,9
1762,150,Entire home/apt,0,0,5,3,2,4,1387.174024,4
1763,67,Entire home/apt,43,4.5,5,2,1,3,1680.536072,29
1764,52,Entire home/apt,14,4.5,3,1,1,1,1128.682925,23
1765,50,Entire home/apt,0,0,2,2,1,3,1140.021546,1
1766,75,Entire home/apt,27,4.5,2,0,1,2,818.8199051,7
1767,66,Entire home/apt,0,0,4,4,2,7,1359.819393,7
1768,65,Entire home/apt,56,5,2,1,1,4,264.1185654,6
1769,85,Entire home/apt,0,0,4,2,0,3,1882.226486,4
1770,18,Private room,21,5,1,1,1,1,1644.353144,7
1771,60,Entire home/apt,8,4,4,2,0,7,432.4099035,7
1772,32,Entire home/apt,0,0,2,1,1,1,634.9745993,3
1773,32,Private room,1,5,2,1,2,1,720.1876376,39
1774,35,Entire home/apt,22,4,2,1,1,3,761.7760675,7
1775,27,Private room,0,0,2,1,1,1,1527.836517,39
1776,24,Private room,0,0,1,1,1,1,1556.055507,36
1777,49,Entire home/apt,99,5,2,0,1,3,361.2895021,5
1778,59,Entire home/apt,24,4.5,4,2,1,5,1368.127855,6
1779,30,Entire home/apt,11,3.5,2,0,1,3,1305.67287,30
1780,49,Entire home/apt,8,4.5,3,1,1,7,860.1923591,33
1781,80,Entire home/apt,5,5,2,1,0,3,626.1283228,1
1782,32,Private room,0,0,1,1,1,5,1400.277243,15
1783,37,Entire home/apt,0,0,4,1,1,15,741.5095729,2
1784,27,Entire home/apt,16,5,2,0,1,3,922.1800038,1
1785,20,Private room,2,4.5,2,1,1,1,1641.472583,30
1786,100,Entire home/apt,0,0,2,1,1,4,1740.25153,21
1787,26,Private room,7,5,2,1,1,3,1572.647908,29
1788,70,Entire home/apt,10,4.5,0,2,2,3,1372.795617,67
1789,80,Entire home/apt,0,0,4,2,0,1,1296.699702,6
1790,24,Private room,3,4,2,1,1,1,911.1626171,10
1791,19,Private room,18,4.5,1,1,1,3,1572.266595,29
1792,100,Entire home/apt,11,5,4,2,0,5,503.6354911,23
1793,63,Entire home/apt,24,4.5,4,1,1,3,220.3600079,3
1794,40,Entire home/apt,32,5,3,2,1,1,1540.295773,44
1795,25,Private room,3,4,2,1,0,1,951.944209,13
1796,100,Entire home/apt,0,0,3,2,2,1,549.1863145,4
1797,43,Entire home/apt,6,4.5,2,0,1,2,304.1331628,1
1798,55,Entire home/apt,3,4.5,2,0,1,2,536.9797685,9
1799,85,Entire home/apt,26,5,2,1,0,3,921.3923744,7
1800,30,Entire home/apt,6,4.5,2,1,1,7,1268.875235,11
1801,66,Entire home/apt,0,0,4,1,1,1,1947.331008,2
1802,33,Entire home/apt,19,4.5,2,1,1,6,1365.355741,3
1803,39,Entire home/apt,22,4,2,0,1,4,1638.334969,45
1804,33,Private room,1,5,2,1,2,1,1102.258193,23
1805,61,Entire home/apt,1,3,3,0,1,3,1530.529668,75
1806,39,Entire home/apt,11,4.5,2,0,1,1,1858.686023,2
1807,24,Private room,1,1,3,1,2,1,1484.10916,12
1808,50,Entire home/apt,0,0,2,0,1,1,1299.895343,2
1809,57,Entire home/apt,9,4.5,3,2,1,4,283.0409278,11
1810,70,Entire home/apt,15,4.5,4,2,1,5,311.6149406,17
1811,38,Private room,0,0,2,1,0,4,668.039391,1
1812,45,Entire home/apt,15,5,2,0,1,1,1226.925443,62
1813,60,Entire home/apt,0,0,4,2,2,7,1773.66218,7
1814,41,Entire home/apt,2,5,2,0,1,2,317.4036264,3
1815,50,Entire home/apt,0,0,2,1,1,3,1123.511099,43
